S_TKR,S_DTE,S_ADJ_PRECLOSEPRICE,S_ADJ_OPENPRICE,S_ADJ_HIGHPRICE,S_ADJ_LOWPRICE,S_ADJ_CLOSEPRICE,S_ADJ_FACTOR,S_CLOSEPRICE,S_OPENPRICE,S_HIGHPRICE,S_LOWPRICE,S_TURNVOLUME,S_TURNAMOUNT,S_RPT_DTE,S_TOT_OPER_REV,S_NET_PROFIT_EXCL,S_TOT_ASSETS,S_TOT_LIAB,S_TOT_CUR_LIAB,S_TOT_NON_CUR_LIAB,S_TOT_RIGHTS,S_TOT_LONG_LIAB,S_TOT_MV,S_FLOAT_MV,S_PE,S_PB,S_PE_TTM,S_TOT_SHR,S_A_SHR,S_FLOAT_SHR,S_TY_TOT_OPER_REV,S_TY_NET_PROFIT_EXCL,S_P3Y_TOT_OPER_REV,S_P3Y_NET_PROFIT_EXCL,S_WEIGHT300,S_WEIGHT500,S_CITICS_INDUSTRY_L1,S_DELIST,S_STSTATE
000001.SZ,20130104,579.5,590.35,595.05,575.88,578.41,36.173287,15.99,16.32,16.45,15.92,44385137,717567546.6,20000630.0,953026282.0,177952845.0,,,,,,,81922373152.0,49654685165.0,7.9702,1.0087,6.3855,5123350416.0,3105358672.0,2583887810.0,,,,,0.793,0.0,40.0,0.0,0.0
000001.SZ,20130107,578.41,578.05,591.43,574.43,589.62,36.173287,16.3,15.98,16.35,15.88,35716925,578450487.6,20000630.0,953026282.0,177952845.0,,,,,,,83510611781.0,50617346354.0,8.1247,1.0283,6.5093,5123350416.0,3105358672.0,2583887810.0,,,,,0.791,0.0,40.0,0.0,0.0
000001.SZ,20130108,589.62,589.62,592.16,573.71,578.77,36.173287,16.0,16.3,16.37,15.86,31247912,501360093.7,20000630.0,953026282.0,177952845.0,,,,,,,81973606656.0,49685738752.0,7.9751,1.0094,6.3895,5123350416.0,3105358672.0,2583887810.0,,,,,0.803,0.0,40.0,0.0,0.0
000001.SZ,20130109,578.77,577.33,579.5,571.54,573.71,36.173287,15.86,15.96,16.02,15.8,25132915,399696183.1,20000630.0,953026282.0,177952845.0,,,,,,,81256337598.0,49250988538.0,7.9054,1.0005,6.3336,5123350416.0,3105358672.0,2583887810.0,,,,,0.791,0.0,40.0,0.0,0.0
000001.SZ,20130110,573.71,573.71,582.39,571.18,574.07,36.173287,15.87,15.86,16.1,15.79,24003027,383347732.6,20000630.0,953026282.0,177952845.0,,,,,,,81307571102.0,49282042125.0,7.9104,1.0012,6.3376,5123350416.0,3105358672.0,2583887810.0,,,,,0.784,0.0,40.0,0.0,0.0
000001.SZ,20130111,574.07,574.07,580.22,558.88,562.13,36.173287,15.54,15.87,16.04,15.45,25126855,396184765.0,20000630.0,953026282.0,177952845.0,,,,,,,79616865465.0,48257273763.0,7.7459,0.9803,6.2058,5123350416.0,3105358672.0,2583887810.0,,,,,0.783,0.0,40.0,0.0,0.0
000001.SZ,20130114,562.13,560.32,618.2,560.32,618.2,36.173287,17.09,15.49,17.09,15.49,93989590,1568842025.4,20000630.0,953026282.0,177952845.0,,,,,,,87558058609.0,53070579704.0,8.5185,1.0781,6.8248,5123350416.0,3105358672.0,2583887810.0,,,,,0.781,0.0,40.0,0.0,0.0
000001.SZ,20130115,618.2,619.29,648.23,618.2,637.01,36.173287,17.61,17.12,17.92,17.09,98406443,1719308611.8,20000630.0,953026282.0,177952845.0,,,,,,,90222200826.0,54685366214.0,8.7776,1.1109,7.0325,5123350416.0,3105358672.0,2583887810.0,,,,,0.828,0.0,40.0,0.0,0.0
000001.SZ,20130116,637.01,637.01,647.86,622.9,644.61,36.173287,17.82,17.61,17.91,17.22,68270094,1198986570.1,20000630.0,953026282.0,177952845.0,,,,,,,91298104413.0,55337491535.0,8.8823,1.1242,7.1164,5123350416.0,3105358672.0,2583887810.0,,,,,0.847,0.0,40.0,0.0,0.0
000001.SZ,20130117,644.61,640.27,661.25,631.59,641.71,36.173287,17.74,17.7,18.28,17.46,67577208,1206432377.5,20000630.0,953026282.0,177952845.0,,,,,,,90888236380.0,55089062841.0,8.8424,1.1191,7.0844,5123350416.0,3105358672.0,2583887810.0,,,,,0.864,0.0,40.0,0.0,0.0
000001.SZ,20130118,641.71,646.42,666.31,636.65,663.06,36.173287,18.33,17.87,18.42,17.6,66536765,1201751657.5,20000630.0,953026282.0,177952845.0,,,,,,,93911013125.0,56921224458.0,9.1365,1.1563,7.32,5123350416.0,3105358672.0,2583887810.0,,,,,0.868,0.0,40.0,0.0,0.0
000001.SZ,20130121,663.06,661.97,712.61,650.76,712.61,36.173287,19.7,18.3,19.7,17.99,78213642,1465651627.2,20000630.0,953026282.0,177952845.0,,,,,,,1.00930003195e+11,61175565838.0,9.8194,1.2428,7.8671,5123350416.0,3105358672.0,2583887810.0,,,,,0.882,0.0,40.0,0.0,0.0
000001.SZ,20130122,712.61,703.93,756.02,699.23,740.83,36.173287,20.48,19.46,20.9,19.33,106876963,2167549633.2,20000630.0,953026282.0,177952845.0,,,,,,,1.0492621652e+11,63597745603.0,10.2082,1.292,8.1786,5123350416.0,3105358672.0,2583887810.0,,,,,0.942,0.0,40.0,0.0,0.0
000001.SZ,20130123,740.83,723.83,738.3,698.14,725.27,36.173287,20.05,20.01,20.41,19.3,63569846,1266082619.4,20000630.0,953026282.0,177952845.0,,,,,,,1.02723175841e+11,62262441374.0,9.9939,1.2649,8.0069,5123350416.0,3105358672.0,2583887810.0,,,,,0.985,0.0,40.0,0.0,0.0
000001.SZ,20130124,725.27,724.55,744.45,698.14,703.57,36.173287,19.45,20.03,20.58,19.3,85723640,1709191459.9,20000630.0,953026282.0,177952845.0,,,,,,,99649165591.0,60399226170.0,9.6948,1.227,7.7673,5123350416.0,3105358672.0,2583887810.0,,,,,0.96,0.0,40.0,0.0,0.0
000001.SZ,20130125,703.57,705.38,708.27,685.12,692.72,36.173287,19.15,19.5,19.58,18.94,61431248,1178016297.7,20000630.0,953026282.0,177952845.0,,,,,,,98112160466.0,59467618569.0,9.5453,1.2081,7.6475,5123350416.0,3105358672.0,2583887810.0,,,,,0.941,0.0,40.0,0.0,0.0
000001.SZ,20130128,692.72,693.08,762.17,693.08,762.17,36.173287,21.07,19.16,21.07,19.16,116399524,2365203176.6,20000630.0,953026282.0,177952845.0,,,,,,,1.07948993265e+11,65429907219.0,10.5023,1.3292,8.4142,5123350416.0,3105358672.0,2583887810.0,,,,,0.93,0.0,40.0,0.0,0.0
000001.SZ,20130129,762.17,770.49,779.53,746.25,773.38,36.173287,21.38,21.3,21.55,20.63,108289498,2288064728.0,20000630.0,953026282.0,177952845.0,,,,,,,1.09537231894e+11,66392568407.0,10.6568,1.3488,8.538,5123350416.0,3105358672.0,2583887810.0,,,,,0.992,0.0,40.0,0.0,0.0
000001.SZ,20130130,773.38,763.26,771.94,752.4,771.58,36.173287,21.33,21.1,21.34,20.8,58362498,1233766328.8,20000630.0,953026282.0,177952845.0,,,,,,,1.09281064373e+11,66237300474.0,10.6319,1.3456,8.5181,5123350416.0,3105358672.0,2583887810.0,,,,,0.998,0.0,40.0,0.0,0.0
000001.SZ,20130131,771.58,769.41,771.94,752.4,763.26,36.173287,21.1,21.27,21.34,20.8,41588420,873902880.8,20000630.0,953026282.0,177952845.0,,,,,,,1.08102693778e+11,65523067979.0,10.5172,1.3311,8.4262,5123350416.0,3105358672.0,2583887810.0,,,,,0.991,0.0,40.0,0.0,0.0
000001.SZ,20130201,763.26,760.36,815.71,752.04,811.37,36.173287,22.43,21.02,22.55,20.79,82408046,1793445732.3,20000630.0,953026282.0,177952845.0,,,,,,,1.14916749831e+11,69653195013.0,11.1802,1.415,8.9573,5123350416.0,3105358672.0,2583887810.0,,,,,0.981,0.0,40.0,0.0,0.0
000001.SZ,20130204,811.37,805.22,824.39,785.32,796.17,36.173287,22.01,22.26,22.79,21.71,85741999,1906659481.4,20000630.0,953026282.0,177952845.0,,,,,,,1.12764942656e+11,68348944371.0,10.9708,1.3885,8.7896,5123350416.0,3105358672.0,2583887810.0,,,,,1.02,0.0,40.0,0.0,0.0
000001.SZ,20130205,796.17,786.41,801.6,766.51,787.85,36.173287,21.78,21.74,22.16,21.19,42689100,927037954.0,20000630.0,953026282.0,177952845.0,,,,,,,1.1158657206e+11,67634711876.0,10.8562,1.374,8.6978,5123350416.0,3105358672.0,2583887810.0,,,,,1.0,0.0,40.0,0.0,0.0
000001.SZ,20130206,787.85,784.96,795.09,775.92,790.75,36.173287,21.86,21.7,21.98,21.45,38082657,827479697.3,20000630.0,953026282.0,177952845.0,,,,,,,1.11996440094e+11,67883140570.0,10.896,1.379,8.7297,5123350416.0,3105358672.0,2583887810.0,,,,,0.981,0.0,40.0,0.0,0.0
000001.SZ,20130207,790.75,784.96,788.94,734.68,754.21,36.173287,20.85,21.7,21.81,20.31,58612692,1230117762.6,20000630.0,953026282.0,177952845.0,,,,,,,1.06821856174e+11,64746728311.0,10.3926,1.3153,8.3264,5123350416.0,3105358672.0,2583887810.0,,,,,0.983,0.0,40.0,0.0,0.0
000001.SZ,20130208,754.21,751.68,761.45,737.57,750.6,36.173287,20.75,20.78,21.05,20.39,46202466,958773538.0,20000630.0,953026282.0,177952845.0,,,,,,,1.06309521132e+11,64436192444.0,10.3428,1.309,8.2864,5123350416.0,3105358672.0,2583887810.0,,,,,0.943,0.0,40.0,0.0,0.0
000001.SZ,20130218,750.6,756.38,777.36,749.87,756.02,36.173287,20.9,20.91,21.49,20.73,42181312,887486899.7,20000630.0,953026282.0,177952845.0,,,,,,,1.07078023694e+11,64901996245.0,10.4175,1.3185,8.3463,5123350416.0,3105358672.0,2583887810.0,,,,,0.934,0.0,40.0,0.0,0.0
000001.SZ,20130219,756.02,752.4,763.62,747.7,752.77,36.173287,20.81,20.8,21.11,20.67,48650849,1017085047.4,20000630.0,953026282.0,177952845.0,,,,,,,1.06616922157e+11,64622513964.0,10.3727,1.3128,8.3104,5123350416.0,3105358672.0,2583887810.0,,,,,0.953,0.0,40.0,0.0,0.0
000001.SZ,20130220,752.77,754.21,759.28,712.25,734.32,36.173287,20.3,20.85,20.99,19.69,65915770,1324230513.4,20000630.0,953026282.0,177952845.0,,,,,,,1.04004013445e+11,63038781042.0,10.1185,1.2806,8.1067,5123350416.0,3105358672.0,2583887810.0,,,,,0.967,0.0,40.0,0.0,0.0
000001.SZ,20130221,734.32,723.47,723.47,689.46,709.0,36.173287,19.6,20.0,20.0,19.06,74024478,1445657255.1,20000630.0,953026282.0,177952845.0,,,,,,,1.00417668154e+11,60865029971.0,9.7696,1.2365,7.8272,5123350416.0,3105358672.0,2583887810.0,,,,,0.937,0.0,40.0,0.0,0.0
000001.SZ,20130222,709.0,705.38,712.25,685.48,691.63,36.173287,19.12,19.5,19.69,18.95,46859523,907188824.7,20000630.0,953026282.0,177952845.0,,,,,,,97958459954.0,59374457809.0,9.5303,1.2062,7.6355,5123350416.0,3105358672.0,2583887810.0,,,,,0.937,0.0,40.0,0.0,0.0
000001.SZ,20130225,691.63,696.7,734.32,695.25,723.83,36.173287,20.01,19.26,20.3,19.22,61630067,1218835617.1,20000630.0,953026282.0,177952845.0,,,,,,,1.02518241824e+11,62138227027.0,9.9739,1.2623,7.9909,5123350416.0,3105358672.0,2583887810.0,,,,,0.919,0.0,40.0,0.0,0.0
000001.SZ,20130226,723.83,716.59,794.73,712.61,754.21,36.173287,20.85,19.81,21.97,19.7,103481473,2186227768.9,20000630.0,953026282.0,177952845.0,,,,,,,1.06821856174e+11,64746728311.0,10.3926,1.3153,8.3264,5123350416.0,3105358672.0,2583887810.0,,,,,0.959,0.0,40.0,0.0,0.0
000001.SZ,20130227,754.21,760.0,789.3,754.21,760.36,36.173287,21.02,21.01,21.82,20.85,70067663,1492890619.6,20000630.0,953026282.0,177952845.0,,,,,,,1.07692825744e+11,65274639285.0,10.4774,1.326,8.3943,5123350416.0,3105358672.0,2583887810.0,,,,,1.013,0.0,40.0,0.0,0.0
000001.SZ,20130228,760.36,764.7,831.99,760.72,831.99,36.173287,23.0,21.14,23.0,21.03,111989172,2487830674.0,20000630.0,953026282.0,177952845.0,,,,,,,1.17837059568e+11,71423249456.0,11.4643,1.451,9.185,5123350416.0,3105358672.0,2583887810.0,,,,,1.011,0.0,40.0,0.0,0.0
000001.SZ,20130301,831.99,829.45,840.67,809.2,834.16,36.173287,23.06,22.93,23.24,22.37,103782380,2371270423.5,20000630.0,953026282.0,177952845.0,,,,,,,1.18144460593e+11,71609570976.0,11.4942,1.4547,9.2089,5123350416.0,3105358672.0,2583887810.0,,,,,1.074,0.0,40.0,0.0,0.0
000001.SZ,20130304,834.16,812.09,831.99,778.81,786.77,36.173287,21.75,22.45,23.0,21.53,109877959,2429985322.1,20000630.0,953026282.0,177952845.0,,,,,,,1.11432871548e+11,67541551116.0,10.8412,1.3721,8.6858,5123350416.0,3105358672.0,2583887810.0,,,,,1.078,0.0,40.0,0.0,0.0
000001.SZ,20130305,786.77,788.58,865.63,788.22,865.63,36.173287,23.93,21.8,23.93,21.79,116898727,2700253294.9,20000630.0,953026282.0,177952845.0,,,,,,,1.22601775455e+11,74311233021.0,11.9278,1.5096,9.5564,5123350416.0,3105358672.0,2583887810.0,,,,,1.066,0.0,40.0,0.0,0.0
000001.SZ,20130306,865.63,886.25,893.84,865.27,877.2,36.173287,24.25,24.5,24.71,23.92,113828103,2762182933.5,20000630.0,953026282.0,177952845.0,,,,,,,1.24241247588e+11,75304947796.0,12.0873,1.5298,9.6841,5123350416.0,3105358672.0,2583887810.0,,,,,1.139,0.0,40.0,0.0,0.0
000001.SZ,20130307,877.2,866.35,872.5,822.94,858.75,36.173287,23.74,23.95,24.12,22.75,89267089,2106340352.3,20000630.0,953026282.0,177952845.0,,,,,,,1.21628338876e+11,73721214873.0,11.8331,1.4976,9.4805,5123350416.0,3105358672.0,2583887810.0,,,,,1.142,0.0,40.0,0.0,0.0
000001.SZ,20130308,858.75,860.92,867.44,812.45,826.92,36.173287,22.86,23.8,23.98,22.46,92586829,2138191036.0,20000630.0,953026282.0,177952845.0,,,,,,,1.1711979051e+11,70988484383.0,8.7385,1.3811,8.7385,5123350416.0,3105358022.0,2583887810.0,,,,,1.131,0.0,40.0,0.0,0.0
000001.SZ,20130311,826.92,821.86,831.26,790.39,818.6,36.173287,22.63,22.72,22.98,21.85,57329336,1288820731.8,20000630.0,953026282.0,177952845.0,,,,,,,1.15941419914e+11,70274252038.0,8.6506,1.3673,8.6506,5123350416.0,3105358022.0,2442923632.0,,,,,1.094,0.0,40.0,0.0,0.0
000001.SZ,20130312,818.6,817.52,824.39,770.85,785.68,36.173287,21.72,22.6,22.79,21.31,84076906,1845179572.7,20000630.0,953026282.0,177952845.0,,,,,,,1.11279171036e+11,67448376238.0,8.3027,1.3123,8.3027,5123350416.0,3105358022.0,2442923632.0,,,,,1.09,0.0,40.0,0.0,0.0
000001.SZ,20130313,785.68,784.6,816.79,781.7,799.07,36.173287,22.09,21.69,22.58,21.61,83690151,1857825764.6,20000630.0,953026282.0,177952845.0,,,,,,,1.13174810689e+11,68597358706.0,8.4442,1.3346,8.4442,5123350416.0,3105358022.0,2442923632.0,,,,,1.061,0.0,40.0,0.0,0.0
000001.SZ,20130314,799.07,795.81,799.07,770.49,783.88,36.173287,21.67,22.0,22.09,21.3,57785359,1259573681.7,20000630.0,953026282.0,177952845.0,,,,,,,1.11023003515e+11,67293108337.0,8.2836,1.3093,8.2836,5123350416.0,3105358022.0,2442923632.0,,,,,1.091,0.0,40.0,0.0,0.0
000001.SZ,20130315,783.88,783.51,818.6,752.4,803.05,36.173287,22.2,21.66,22.63,20.8,94357410,2057527326.3,20000630.0,953026282.0,177952845.0,,,,,,,1.13738379235e+11,68938948088.0,8.4862,1.3413,8.4862,5123350416.0,3105358022.0,2442923632.0,,,,,1.067,0.0,40.0,0.0,0.0
000001.SZ,20130318,803.05,784.96,795.81,767.24,772.3,36.173287,21.35,21.7,22.0,21.21,74529480,1605426352.8,20000630.0,953026282.0,177952845.0,,,,,,,1.09383531382e+11,66299393770.0,8.1613,1.2899,8.1613,5123350416.0,3105358022.0,2442923632.0,,,,,1.091,0.0,40.0,0.0,0.0
000001.SZ,20130319,772.3,770.49,786.05,761.09,777.73,36.173287,21.5,21.3,21.73,21.04,52977120,1135421207.9,20000630.0,953026282.0,177952845.0,,,,,,,1.10152033944e+11,66765197473.0,8.2186,1.299,8.2186,5123350416.0,3105358022.0,2442923632.0,,,,,1.065,0.0,40.0,0.0,0.0
000001.SZ,20130320,777.73,775.19,841.75,774.11,835.6,36.173287,23.1,21.43,23.27,21.4,130937025,2950191928.7,20000630.0,953026282.0,177952845.0,,,,,,,1.1834939461e+11,71733770308.0,8.8303,1.3956,8.8303,5123350416.0,3105358022.0,2442923632.0,,,,,1.062,0.0,40.0,0.0,0.0
000001.SZ,20130321,835.6,831.62,839.58,820.41,830.54,36.173287,22.96,22.99,23.21,22.68,71531771,1640675054.1,20000630.0,953026282.0,177952845.0,,,,,,,1.17632125551e+11,71299020185.0,8.7767,1.3872,8.7767,5123350416.0,3105358022.0,2442923632.0,,,,,1.104,0.0,40.0,0.0,0.0
000001.SZ,20130322,830.54,830.18,837.05,824.03,833.07,36.173287,23.03,22.95,23.14,22.78,41182525,947445351.4,20000630.0,953026282.0,177952845.0,,,,,,,1.1799076008e+11,71516395247.0,8.8035,1.3914,8.8035,5123350416.0,3105358022.0,2442923632.0,,,,,1.096,0.0,40.0,0.0,0.0
000001.SZ,20130325,833.07,836.69,842.11,820.05,823.3,36.173287,22.76,23.13,23.28,22.67,45289371,1037164939.9,20000630.0,953026282.0,177952845.0,,,,,,,1.16607455468e+11,70677948581.0,8.7003,1.3751,8.7003,5123350416.0,3105358022.0,2442923632.0,,,,,1.098,0.0,40.0,0.0,0.0
000001.SZ,20130326,823.3,817.15,817.15,798.71,800.88,36.173287,22.14,22.59,22.59,22.08,55977300,1248606039.3,20000630.0,953026282.0,177952845.0,,,,,,,1.1343097821e+11,68752626607.0,8.4633,1.3376,8.4633,5123350416.0,3105358022.0,2442923632.0,,,,,1.087,0.0,40.0,0.0,0.0
000001.SZ,20130327,800.88,801.96,820.05,792.92,801.24,36.173287,22.15,22.17,22.67,21.92,38599693,859815735.3,20000630.0,953026282.0,177952845.0,,,,,,,1.13482211714e+11,68783680187.0,8.4671,1.3383,8.4671,5123350416.0,3105358022.0,2442923632.0,,,,,1.073,0.0,40.0,0.0,0.0
000001.SZ,20130328,801.24,759.64,759.64,721.3,724.19,36.173287,20.02,21.0,21.0,19.94,117504326,2385878244.6,20000630.0,953026282.0,177952845.0,,,,,,,1.02569475328e+11,62169267600.0,7.6529,1.2096,7.6529,5123350416.0,3105358022.0,2442923632.0,,,,,1.07,0.0,40.0,0.0,0.0
000001.SZ,20130329,724.19,724.19,736.85,710.44,727.81,36.173287,20.12,20.02,20.37,19.64,56984842,1139477701.0,20000630.0,953026282.0,177952845.0,,,,,,,1.0308181037e+11,62479803403.0,7.6911,1.2156,7.6911,5123350416.0,3105358022.0,2442923632.0,,,,,1.0,0.0,40.0,0.0,0.0
000001.SZ,20130401,727.81,730.7,745.17,727.08,737.57,36.173287,20.39,20.2,20.6,20.1,38554183,786200275.6,20000630.0,953026282.0,177952845.0,,,,,,,1.04465114982e+11,63318250069.0,7.7943,1.2319,7.7943,5123350416.0,3105358022.0,2442923632.0,,,,,1.006,0.0,40.0,0.0,0.0
000001.SZ,20130402,737.57,737.21,756.02,730.34,739.38,36.173287,20.44,20.38,20.9,20.19,46305475,952838171.6,20000630.0,953026282.0,177952845.0,,,,,,,1.04721282503e+11,63473517970.0,7.8134,1.2349,7.8134,5123350416.0,3105358022.0,2442923632.0,,,,,1.02,0.0,40.0,0.0,0.0
000001.SZ,20130403,739.38,743.72,752.04,734.68,739.74,36.173287,20.45,20.56,20.79,20.31,22458964,461545655.3,20000630.0,953026282.0,177952845.0,,,,,,,1.04772516007e+11,63504571550.0,7.8173,1.2355,7.8173,5123350416.0,3105358022.0,2442923632.0,,,,,1.026,0.0,40.0,0.0,0.0
000001.SZ,20130408,739.74,715.87,727.08,708.27,720.93,36.173287,19.93,19.79,20.1,19.58,40771477,808525756.6,20000630.0,953026282.0,177952845.0,,,,,,,1.02108373791e+11,61889785378.0,7.6185,1.2041,7.6185,5123350416.0,3105358022.0,2442923632.0,,,,,1.028,0.0,40.0,0.0,0.0
000001.SZ,20130409,720.93,723.1,732.87,720.21,721.3,36.173287,19.94,19.99,20.26,19.91,38049112,763834472.0,20000630.0,953026282.0,177952845.0,,,,,,,1.02159607295e+11,61920838959.0,7.6223,1.2047,7.6223,5123350416.0,3105358022.0,2442923632.0,,,,,1.006,0.0,40.0,0.0,0.0
000001.SZ,20130410,721.3,719.12,719.85,691.99,701.76,36.173287,19.4,19.88,19.9,19.13,50776709,988314138.1,20000630.0,953026282.0,177952845.0,,,,,,,99392998070.0,60243945627.0,7.4159,1.1721,7.4159,5123350416.0,3105358022.0,2442923632.0,,,,,1.0,0.0,40.0,0.0,0.0
000001.SZ,20130411,701.76,708.63,712.61,697.78,702.12,36.173287,19.41,19.59,19.7,19.29,31178899,607690397.8,20000630.0,953026282.0,177952845.0,,,,,,,99444231575.0,60274999207.0,7.4197,1.1727,7.4197,5123350416.0,3105358022.0,2442923632.0,,,,,0.974,0.0,40.0,0.0,0.0
000001.SZ,20130412,702.12,703.57,704.66,680.06,683.68,36.173287,18.9,19.45,19.48,18.8,80532279,1535799805.8,20000630.0,953026282.0,177952845.0,,,,,,,96831322862.0,58691266616.0,7.2248,1.1419,7.2248,5123350416.0,3105358022.0,2442923632.0,,,,,0.978,0.0,40.0,0.0,0.0
000001.SZ,20130415,683.68,685.12,689.46,665.95,671.38,36.173287,18.56,18.94,19.06,18.41,57095699,1065287824.9,20000630.0,953026282.0,177952845.0,,,,,,,95089383721.0,57635444888.0,7.0948,1.1214,7.0948,5123350416.0,3105358022.0,2442923632.0,,,,,0.958,0.0,40.0,0.0,0.0
000001.SZ,20130416,671.38,663.06,678.61,654.74,678.25,36.173287,18.75,18.33,18.76,18.1,65549248,1213261316.1,20000630.0,953026282.0,177952845.0,,,,,,,96062820300.0,58225462913.0,7.1674,1.1328,7.1674,5123350416.0,3105358022.0,2442923632.0,,,,,0.95,0.0,40.0,0.0,0.0
000001.SZ,20130417,678.25,676.44,678.97,652.93,668.84,36.173287,18.49,18.7,18.77,18.05,64270316,1180893505.4,20000630.0,953026282.0,177952845.0,,,,,,,94730749192.0,57418069827.0,7.068,1.1171,7.068,5123350416.0,3105358022.0,2442923632.0,,,,,0.951,0.0,40.0,0.0,0.0
000001.SZ,20130418,668.84,659.08,694.17,654.37,690.91,36.173287,19.1,18.22,19.19,18.09,90124467,1685861523.7,20000630.0,953026282.0,177952845.0,,,,,,,97855992946.0,59312338220.0,7.3012,1.154,7.3012,5123350416.0,3105358022.0,2442923632.0,,,,,0.938,0.0,40.0,0.0,0.0
000001.SZ,20130419,690.91,687.29,745.17,685.12,732.15,36.173287,20.24,19.0,20.6,18.94,147838012,2902667289.0,20000630.0,953026282.0,177952845.0,,,,,,,1.0369661242e+11,62852446365.0,7.737,1.2229,7.737,5123350416.0,3105358022.0,2442923632.0,,,,,0.967,0.0,40.0,0.0,0.0
000001.SZ,20130422,732.15,723.47,736.85,720.21,731.79,36.173287,20.23,20.0,20.37,19.91,69291441,1396575706.8,20000630.0,953026282.0,177952845.0,,,,,,,1.03645378916e+11,62821392785.0,7.7332,1.2223,7.7332,5123350416.0,3105358022.0,2442923632.0,,,,,0.996,0.0,40.0,0.0,0.0
000001.SZ,20130423,731.79,735.4,737.57,689.1,690.19,36.173287,19.08,20.33,20.39,19.05,80265938,1559983319.1,20000630.0,953026282.0,177952845.0,,,,,,,97753525937.0,59250231060.0,7.2936,1.1528,7.2936,5123350416.0,3105358022.0,2442923632.0,,,,,0.997,0.0,40.0,0.0,0.0
000001.SZ,20130424,690.19,678.25,715.87,671.01,701.76,36.173287,19.4,18.75,19.79,18.55,73338046,1397785379.6,20130331.0,10802000000.0,3589000000.0,1.811249e+12,1.72249e+12,,,88759000000.0,,99392998070.0,60243945627.0,7.4159,1.1198,7.3284,5123350416.0,3105358022.0,2442923632.0,,,,,0.972,0.0,40.0,0.0,0.0
000001.SZ,20130425,701.76,687.29,701.04,677.89,681.14,36.173287,18.83,19.0,19.38,18.74,44685588,847664653.6,20130331.0,10802000000.0,3589000000.0,1.811249e+12,1.72249e+12,,,88759000000.0,,96472688333.0,58473891554.0,7.198,1.0869,7.1131,5123350416.0,3105358022.0,2442923632.0,,,,,0.97,0.0,40.0,0.0,0.0
000001.SZ,20130426,681.14,686.93,695.25,674.63,676.44,36.173287,18.7,18.99,19.22,18.65,33673898,637945787.4,20130331.0,10802000000.0,3589000000.0,1.811249e+12,1.72249e+12,,,88759000000.0,,95806652779.0,58070195011.0,7.1483,1.0794,7.064,5123350416.0,3105358022.0,2442923632.0,,,,,0.952,0.0,40.0,0.0,0.0
000001.SZ,20130502,676.44,672.82,684.4,665.59,684.04,36.173287,18.91,18.6,18.92,18.4,23757279,445019639.6,20130331.0,10802000000.0,3589000000.0,1.811249e+12,1.72249e+12,,,88759000000.0,,96882556367.0,58722320196.0,7.2286,1.0915,7.1433,5123350416.0,3105358022.0,2442923632.0,,,,,0.953,0.0,40.0,0.0,0.0
000001.SZ,20130503,684.04,686.57,731.06,682.23,713.7,36.173287,19.73,18.98,20.21,18.86,72012610,1419670056.4,20130331.0,10802000000.0,3589000000.0,1.811249e+12,1.72249e+12,,,88759000000.0,,1.01083703708e+11,61268713774.0,7.542,1.1389,7.453,5123350416.0,3105358022.0,2442923632.0,,,,,0.963,0.0,40.0,0.0,0.0
000001.SZ,20130506,713.7,717.68,743.72,711.89,734.68,36.173287,20.31,19.84,20.56,19.68,84054468,1700266275.2,20130331.0,10802000000.0,3589000000.0,1.811249e+12,1.72249e+12,,,88759000000.0,,1.04055246949e+11,63069821427.0,7.7638,1.1723,7.6721,5123350416.0,3105358022.0,2442923632.0,,,,,0.987,0.0,40.0,0.0,0.0
000001.SZ,20130507,734.68,729.25,737.21,719.12,732.51,36.173287,20.25,20.16,20.38,19.88,42417084,854343021.2,20130331.0,10802000000.0,3589000000.0,1.811249e+12,1.72249e+12,,,88759000000.0,,1.03747845924e+11,62883499946.0,7.7408,1.1689,7.6495,5123350416.0,3105358022.0,2442923632.0,,,,,1.003,0.0,40.0,0.0,0.0
000001.SZ,20130508,732.51,736.13,754.94,720.57,737.21,36.173287,20.38,20.35,20.87,19.92,62878713,1286250136.1,20130331.0,10802000000.0,3589000000.0,1.811249e+12,1.72249e+12,,,88759000000.0,,1.04413881478e+11,63287196488.0,7.7905,1.1764,7.6986,5123350416.0,3105358022.0,2442923632.0,,,,,0.998,0.0,40.0,0.0,0.0
000001.SZ,20130509,737.21,733.23,733.23,716.23,728.17,36.173287,20.13,20.27,20.27,19.8,48361312,967721584.5,20130331.0,10802000000.0,3589000000.0,1.811249e+12,1.72249e+12,,,88759000000.0,,1.03133043874e+11,62510856983.0,7.6949,1.1619,7.6041,5123350416.0,3105358022.0,2442923632.0,,,,,1.0,0.0,40.0,0.0,0.0
000001.SZ,20130510,728.17,723.47,738.66,719.49,730.34,36.173287,20.19,20.0,20.42,19.89,38624829,779054967.9,20130331.0,10802000000.0,3589000000.0,1.811249e+12,1.72249e+12,,,88759000000.0,,1.03440444899e+11,62697178464.0,7.7179,1.1654,7.6268,5123350416.0,3105358022.0,2442923632.0,,,,,0.993,0.0,40.0,0.0,0.0
