S_TKR,S_DTE,S_ADJ_PRECLOSEPRICE,S_ADJ_OPENPRICE,S_ADJ_HIGHPRICE,S_ADJ_LOWPRICE,S_ADJ_CLOSEPRICE,S_ADJ_FACTOR,S_CLOSEPRICE,S_OPENPRICE,S_HIGHPRICE,S_LOWPRICE,S_TURNVOLUME,S_TURNAMOUNT,S_RPT_DTE,S_TOT_OPER_REV,S_NET_PROFIT_EXCL,S_TOT_ASSETS,S_TOT_LIAB,S_TOT_CUR_LIAB,S_TOT_NON_CUR_LIAB,S_TOT_RIGHTS,S_TOT_LONG_LIAB,S_TOT_MV,S_FLOAT_MV,S_PE,S_PB,S_PE_TTM,S_TOT_SHR,S_A_SHR,S_FLOAT_SHR,S_TY_TOT_OPER_REV,S_TY_NET_PROFIT_EXCL,S_P3Y_TOT_OPER_REV,S_P3Y_NET_PROFIT_EXCL,S_WEIGHT300,S_WEIGHT500,S_CITICS_INDUSTRY_L1,S_DELIST,S_STSTATE
000001.SZ,20150522,1357.85,1368.17,1401.7,1360.43,1399.12,85.994092,16.27,15.91,16.3,15.82,262190776,4233675705.5,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.32802160782e+11,1.92051968e+11,11.7565,1.6093,11.4248,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.925,0.0,40.0,0.0,0.0
000001.SZ,20150525,1399.12,1406.0,1436.96,1406.0,1427.5,85.994092,16.6,16.35,16.71,16.35,273036950,4518316427.6,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.37524023907e+11,1.95947306011e+11,11.995,1.642,11.6565,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.93,0.0,40.0,0.0,0.0
000001.SZ,20150526,1427.5,1430.08,1436.1,1399.98,1429.22,85.994092,16.62,16.63,16.7,16.28,279220875,4607493713.7,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.3781019743e+11,1.96183387103e+11,12.0094,1.644,11.6705,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.922,0.0,40.0,0.0,0.0
000001.SZ,20150527,1429.22,1429.22,1454.16,1410.3,1417.18,85.994092,16.48,16.62,16.91,16.4,234121774,3888992245.7,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.35806982771e+11,1.94530819462e+11,11.9082,1.6301,11.5722,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.906,0.0,40.0,0.0,0.0
000001.SZ,20150528,1417.18,1418.9,1419.76,1326.89,1332.91,85.994092,15.5,16.5,16.51,15.43,273306115,4404154742.9,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.21784480155e+11,1.82962845975e+11,11.2001,1.5332,10.8841,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.901,0.0,40.0,0.0,0.0
000001.SZ,20150529,1332.91,1333.77,1347.53,1299.37,1317.43,85.994092,15.32,15.51,15.67,15.11,201493291,3103543670.9,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.19208918449e+11,1.8083811615e+11,11.07,1.5154,10.7577,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.907,0.0,40.0,0.0,0.0
000001.SZ,20150601,1317.43,1318.29,1374.19,1306.25,1367.31,85.994092,15.9,15.33,15.98,15.19,215836230,3365459275.2,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.2750795061e+11,1.87684467806e+11,11.4891,1.5728,11.1649,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.895,0.0,40.0,0.0,0.0
000001.SZ,20150602,1367.31,1366.45,1367.31,1334.63,1356.13,85.994092,15.77,15.89,15.9,15.52,190482203,2991564977.7,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.25647822712e+11,1.86149940711e+11,11.3952,1.5599,11.0737,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.886,0.0,40.0,0.0,0.0
000001.SZ,20150603,1356.13,1356.13,1371.61,1332.91,1361.29,85.994092,15.83,15.77,15.95,15.5,197523179,3103860651.2,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.2650634328e+11,1.86858183986e+11,11.4386,1.5658,11.1158,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.865,0.0,40.0,0.0,0.0
000001.SZ,20150604,1361.29,1363.01,1425.78,1346.67,1407.72,85.994092,16.37,15.85,16.58,15.66,368253272,5971846070.6,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.34233028395e+11,1.93232373458e+11,11.8288,1.6192,11.495,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.871,0.0,40.0,0.0,0.0
000001.SZ,20150605,1407.72,1436.1,1444.7,1378.49,1401.7,85.994092,16.3,16.7,16.8,16.03,285545624,4681142525.9,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.33231421066e+11,1.92406089638e+11,11.7782,1.6123,11.4458,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.894,0.0,40.0,0.0,0.0
000001.SZ,20150608,1401.7,1403.42,1500.6,1392.24,1486.84,85.994092,17.29,16.32,17.45,16.19,508605027,8596942094.4,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.47397010443e+11,2.04092103671e+11,12.4935,1.7102,12.141,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.882,0.0,40.0,0.0,0.0
000001.SZ,20150609,1486.84,1492.86,1500.6,1434.38,1460.18,85.994092,16.98,17.36,17.45,16.68,328696753,5601775951.1,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.4296132084e+11,2.00432846751e+11,12.2695,1.6796,11.9233,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.914,0.0,40.0,0.0,0.0
000001.SZ,20150610,1460.18,1444.7,1455.88,1421.48,1434.38,85.994092,16.68,16.8,16.93,16.53,219838655,3679460604.6,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.38668717999e+11,1.96891630378e+11,12.0528,1.6499,11.7127,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.904,0.0,40.0,0.0,0.0
000001.SZ,20150611,1434.38,1434.38,1442.12,1406.0,1417.18,85.994092,16.48,16.68,16.77,16.35,170696045,2811189687.3,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.35806982771e+11,1.94530819462e+11,11.9082,1.6301,11.5722,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.889,0.0,40.0,0.0,0.0
000001.SZ,20150612,1417.18,1417.18,1430.08,1402.56,1419.76,85.994092,16.51,16.48,16.63,16.31,190338879,3131996558.6,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.36236243055e+11,1.94884941099e+11,11.9299,1.6331,11.5933,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.879,0.0,40.0,0.0,0.0
000001.SZ,20150615,1419.76,1421.48,1427.5,1367.31,1369.03,85.994092,15.92,16.53,16.6,15.9,219217661,3547149534.9,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.27794124133e+11,1.87920548898e+11,11.5036,1.5747,11.179,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.688,0.0,40.0,0.0,0.0
000001.SZ,20150616,1369.03,1358.71,1381.07,1332.91,1344.95,85.994092,15.64,15.8,16.06,15.5,181217984,2858213720.6,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.23787694814e+11,1.84615413616e+11,11.3013,1.547,10.9824,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.678,0.0,40.0,0.0,0.0
000001.SZ,20150617,1344.95,1361.29,1366.45,1328.61,1352.69,85.994092,15.73,15.83,15.89,15.45,171594225,2689990222.2,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.25075475666e+11,1.85677778528e+11,11.3663,1.5559,11.0456,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.687,0.0,40.0,0.0,0.0
000001.SZ,20150618,1352.69,1348.39,1348.39,1290.77,1322.59,85.994092,15.38,15.68,15.68,15.01,160255482,2468466176.7,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.20067439018e+11,1.81546359425e+11,11.1134,1.5213,10.7998,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.681,0.0,40.0,0.0,0.0
000001.SZ,20150619,1322.59,1311.41,1323.45,1246.91,1258.09,85.994092,14.63,15.25,15.39,14.5,156552048,2345768673.7,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.09335931914e+11,1.72693318491e+11,10.5715,1.4471,10.2731,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.694,0.0,40.0,0.0,0.0
000001.SZ,20150623,1258.09,1258.95,1287.33,1213.38,1285.61,85.994092,14.95,14.64,14.97,14.11,180548812,2643179923.8,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.13914708278e+11,1.76470615956e+11,10.8027,1.4788,10.4979,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.702,0.0,40.0,0.0,0.0
000001.SZ,20150624,1285.61,1289.91,1301.09,1264.11,1300.23,85.994092,15.12,15.0,15.13,14.7,153199612,2290363605.1,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.16347183222e+11,1.78477305234e+11,10.9255,1.4956,10.6172,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.695,0.0,40.0,0.0,0.0
000001.SZ,20150625,1300.23,1339.79,1344.09,1269.27,1278.73,85.994092,14.87,15.58,15.63,14.76,207916488,3179774392.9,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.12770014187e+11,1.7552629159e+11,10.7449,1.4709,10.4417,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.689,0.0,40.0,0.0,0.0
000001.SZ,20150626,1278.73,1258.95,1285.61,1150.6,1184.14,85.994092,13.77,14.64,14.95,13.38,255532175,3623880484.6,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.97030470434e+11,1.62541831553e+11,9.95,1.3621,9.6693,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.702,0.0,40.0,0.0,0.0
000001.SZ,20150629,1184.14,1210.8,1216.82,1096.42,1166.08,85.994092,13.56,14.08,14.15,12.75,261294320,3570319306.5,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.94025648445e+11,1.60062980091e+11,9.7983,1.3413,9.5218,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.701,0.0,40.0,0.0,0.0
000001.SZ,20150630,1166.08,1164.36,1250.35,1150.6,1250.35,85.994092,14.54,13.54,14.54,13.38,254810313,3572978441.4,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.08048151061e+11,1.71630953579e+11,10.5064,1.4382,10.2099,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.715,0.0,40.0,0.0,0.0
000001.SZ,20150701,1250.35,1234.02,1254.65,1181.56,1197.04,85.994092,13.92,14.35,14.59,13.74,183540616,2629096356.3,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.99176771855e+11,1.6431243974e+11,10.0584,1.3769,9.7746,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.718,0.0,40.0,0.0,0.0
000001.SZ,20150702,1197.04,1195.32,1230.58,1150.6,1182.42,85.994092,13.75,13.9,14.31,13.38,198282626,2762337227.5,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.96744296911e+11,1.62305750461e+11,9.9356,1.3601,9.6552,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.723,0.0,40.0,0.0,0.0
000001.SZ,20150703,1182.42,1202.2,1203.06,1099.86,1123.94,85.994092,13.07,13.98,13.99,12.79,259745820,3473335630.3,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.87014397137e+11,1.54278993348e+11,9.4442,1.2928,9.1777,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.741,0.0,40.0,0.0,0.0
000001.SZ,20150706,1123.94,1229.72,1230.58,1142.86,1193.6,85.994092,13.88,14.3,14.31,13.29,338152667,4660186339.1,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.98604424809e+11,1.63840277557e+11,10.0295,1.3729,9.7465,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.743,0.0,40.0,0.0,0.0
000001.SZ,20150707,1193.6,1174.68,1259.81,1135.98,1259.81,85.994092,14.65,13.66,14.65,13.21,480831189,6808003723.3,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.09622105436e+11,1.72929399582e+11,10.5859,1.4491,10.2872,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.767,0.0,40.0,0.0,0.0
000001.SZ,20150708,1259.81,1187.58,1203.92,1134.26,1134.26,85.994092,13.19,13.81,14.0,13.19,499669694,6762103350.9,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.88731438273e+11,1.55695479897e+11,9.5309,1.3047,9.262,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.824,0.0,40.0,0.0,0.0
000001.SZ,20150709,1134.26,1134.26,1241.75,1041.39,1226.28,85.994092,14.26,13.19,14.44,12.11,434435542,5904698616.9,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.04041721742e+11,1.68325818297e+11,10.3041,1.4105,10.0133,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.795,0.0,40.0,0.0,0.0
000001.SZ,20150710,1226.28,1191.02,1320.87,1170.38,1277.87,85.994092,14.86,13.85,15.36,13.61,465098778,6891581207.2,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.12626927426e+11,1.75408251044e+11,10.7376,1.4699,10.4347,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.808,0.0,40.0,0.0,0.0
000001.SZ,20150713,1277.87,1238.31,1280.45,1214.24,1241.75,85.994092,14.44,14.4,14.89,14.12,326819605,4737400470.7,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,2.06617283447e+11,1.70450548121e+11,10.4342,1.4283,10.1397,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.799,0.0,40.0,0.0,0.0
000001.SZ,20150714,1241.75,1221.12,1236.6,1161.78,1192.74,85.994092,13.87,14.2,14.38,13.51,258022955,3608580675.9,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.98461338048e+11,1.63722237011e+11,10.0223,1.372,9.7395,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.757,0.0,40.0,0.0,0.0
000001.SZ,20150715,1192.74,1174.68,1200.48,1152.32,1167.8,85.994092,13.58,13.66,13.96,13.4,162642318,2225696912.6,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.94311821968e+11,1.60299061183e+11,9.8127,1.3433,9.5358,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.744,0.0,40.0,0.0,0.0
000001.SZ,20150716,1167.8,1169.52,1183.28,1154.04,1169.52,85.994092,13.6,13.6,13.76,13.42,138893985,1884221624.9,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.9459799549e+11,1.60535142274e+11,9.8272,1.3452,9.5499,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.756,0.0,40.0,0.0,0.0
000001.SZ,20150717,1169.52,1174.68,1198.76,1163.5,1188.44,85.994092,13.82,13.66,13.94,13.53,168063766,2304999342.0,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.97745904241e+11,1.63132034282e+11,9.9862,1.367,9.7044,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.753,0.0,40.0,0.0,0.0
000001.SZ,20150720,1188.44,1186.72,1186.72,1163.5,1169.52,85.994092,13.6,13.8,13.8,13.53,135868308,1852316440.9,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.9459799549e+11,1.60535142274e+11,9.8272,1.3452,9.5499,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.736,0.0,40.0,0.0,0.0
000001.SZ,20150721,1169.52,1161.78,1172.96,1150.6,1166.94,85.994092,13.57,13.51,13.64,13.38,113164352,1529148267.3,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.94168735206e+11,1.60181020637e+11,9.8055,1.3423,9.5288,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.722,0.0,40.0,0.0,0.0
000001.SZ,20150722,1166.94,1160.06,1164.36,1147.16,1162.64,85.994092,13.52,13.49,13.54,13.34,113809062,1528783830.5,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.93453301399e+11,1.59590817908e+11,9.7694,1.3373,9.4937,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.72,0.0,40.0,0.0,0.0
000001.SZ,20150723,1162.64,1157.48,1182.42,1153.18,1175.54,85.994092,13.67,13.46,13.75,13.41,148369614,2022035341.3,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.9559960282e+11,1.61361426095e+11,9.8778,1.3522,9.599,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.719,0.0,40.0,0.0,0.0
000001.SZ,20150724,1175.54,1176.4,1178.12,1145.44,1150.6,85.994092,13.38,13.68,13.7,13.32,133930997,1815658962.5,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.9145008674e+11,1.57938250267e+11,9.6682,1.3235,9.3954,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.71,0.0,40.0,0.0,0.0
000001.SZ,20150727,1150.6,1139.42,1145.44,1035.37,1069.77,85.994092,12.44,13.25,13.32,12.04,178785918,2289450164.7,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.77999931169e+11,1.46842438963e+11,8.989,1.2305,8.7353,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.708,0.0,40.0,0.0,0.0
000001.SZ,20150728,1069.77,1048.27,1097.28,1044.83,1085.25,85.994092,12.62,12.19,12.76,12.15,201120081,2509971532.0,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.80575492874e+11,1.48967168787e+11,9.1191,1.2483,8.8617,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.72,0.0,40.0,0.0,0.0
000001.SZ,20150729,1085.25,1083.53,1085.25,1064.61,1083.53,85.994092,12.6,12.6,12.62,12.38,97168292,1210759096.3,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.80289319351e+11,1.48731087695e+11,9.1046,1.2463,8.8477,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.732,0.0,40.0,0.0,0.0
000001.SZ,20150730,1083.53,1084.39,1086.97,1051.71,1054.29,85.994092,12.26,12.61,12.64,12.23,77027894,962337460.8,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.75424369464e+11,1.44717709139e+11,8.8589,1.2127,8.6089,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.708,0.0,40.0,0.0,0.0
000001.SZ,20150731,1054.29,1045.69,1068.05,1033.65,1062.89,85.994092,12.36,12.16,12.42,12.02,120274687,1472860295.7,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.76855237078e+11,1.45898114596e+11,8.9312,1.2226,8.6792,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.71,0.0,40.0,0.0,0.0
000001.SZ,20150803,1062.89,1049.13,1105.02,1044.83,1102.44,85.994092,12.82,12.2,12.85,12.15,140512271,1757739733.4,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.83437228102e+11,1.51327979703e+11,9.2636,1.2681,9.0022,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.715,0.0,40.0,0.0,0.0
000001.SZ,20150804,1102.44,1098.14,1117.06,1082.67,1105.88,85.994092,12.86,12.77,12.99,12.59,77493758,988843500.5,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.84009575148e+11,1.51800141886e+11,9.2925,1.272,9.0303,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.74,0.0,40.0,0.0,0.0
000001.SZ,20150805,1105.88,1100.72,1113.62,1080.95,1082.67,85.994092,12.59,12.8,12.95,12.57,55180237,704539354.3,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.8014623259e+11,1.4861304715e+11,9.0974,1.2453,8.8407,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.72,0.0,40.0,0.0,0.0
000001.SZ,20150806,1082.67,1074.93,1094.7,1068.91,1077.51,85.994092,12.53,12.5,12.73,12.43,45021845,567208519.2,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.79287712022e+11,1.47904803875e+11,9.054,1.2394,8.7985,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.719,0.0,40.0,0.0,0.0
000001.SZ,20150807,1077.51,1084.39,1093.84,1078.37,1084.39,85.994092,12.61,12.61,12.72,12.54,62201030,785501392.0,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.80432406113e+11,1.48849128241e+11,9.1118,1.2473,8.8547,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.722,0.0,40.0,0.0,0.0
000001.SZ,20150810,1084.39,1088.69,1117.06,1079.23,1111.04,85.994092,12.92,12.66,12.99,12.55,105311195,1346325151.2,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.84868095716e+11,1.52508385161e+11,9.3358,1.278,9.0724,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.713,0.0,40.0,0.0,0.0
000001.SZ,20150811,1111.04,1110.18,1113.62,1099.86,1104.16,85.994092,12.84,12.91,12.95,12.79,82849336,1065323949.3,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.83723401625e+11,1.51564060794e+11,9.278,1.2701,9.0162,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.699,0.0,40.0,0.0,0.0
000001.SZ,20150812,1104.16,1091.27,1098.14,1080.09,1080.95,85.994092,12.57,12.69,12.77,12.56,68682207,869580822.8,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.79860059067e+11,1.48376966058e+11,9.0829,1.2434,8.8266,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.698,0.0,40.0,0.0,0.0
000001.SZ,20150813,1080.95,1075.79,1089.55,1068.05,1080.95,85.994092,12.57,12.51,12.67,12.42,60634441,760265710.3,20150331.0,20671000000.0,5629000000.0,2.304775e+12,2.168071e+12,,,1.36704e+11,,1.79860059067e+11,1.48376966058e+11,9.0829,1.2434,8.8266,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.691,0.0,40.0,0.0,0.0
000001.SZ,20150814,1080.95,1091.27,1096.42,1081.81,1086.97,85.994092,12.64,12.69,12.75,12.58,82378929,1043762737.6,20150630.0,46575000000.0,11585000000.0,2.570508e+12,2.419628e+12,,,1.5088e+11,,1.80861666397e+11,1.49203249879e+11,9.1335,1.1987,8.4852,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.682,0.0,40.0,0.0,0.0
000001.SZ,20150817,1086.97,1084.39,1091.27,1070.63,1078.37,85.994092,12.54,12.61,12.69,12.45,67964257,852588992.0,20150630.0,46575000000.0,11585000000.0,2.570508e+12,2.419628e+12,,,1.5088e+11,,1.79430798783e+11,1.48022844421e+11,9.0612,1.1892,8.4181,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.685,0.0,40.0,0.0,0.0
000001.SZ,20150818,1078.37,1074.93,1095.56,1027.63,1055.15,85.994092,12.27,12.5,12.74,11.95,117632441,1459671045.1,20150630.0,46575000000.0,11585000000.0,2.570508e+12,2.419628e+12,,,1.5088e+11,,1.75567456226e+11,1.44835749684e+11,8.8661,1.1636,8.2368,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.679,0.0,40.0,0.0,0.0
000001.SZ,20150819,1055.15,1040.53,1051.71,1023.33,1051.71,85.994092,12.23,12.1,12.23,11.9,95889423,1157078547.5,20150630.0,46575000000.0,11585000000.0,2.570508e+12,2.419628e+12,,,1.5088e+11,,1.7499510918e+11,1.44363587501e+11,8.8372,1.1598,8.21,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.709,0.0,40.0,0.0,0.0
000001.SZ,20150820,1051.71,1046.55,1046.55,1023.33,1036.23,85.994092,12.05,12.17,12.17,11.9,67763439,815652760.5,20150630.0,46575000000.0,11585000000.0,2.570508e+12,2.419628e+12,,,1.5088e+11,,1.72419547475e+11,1.42238857677e+11,8.7072,1.1428,8.0891,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.695,0.0,40.0,0.0,0.0
000001.SZ,20150821,1036.23,1023.33,1031.07,985.49,988.93,85.994092,11.5,11.9,11.99,11.46,93336784,1095668267.9,20150630.0,46575000000.0,11585000000.0,2.570508e+12,2.419628e+12,,,1.5088e+11,,1.64549775599e+11,1.35746627659e+11,8.3098,1.0906,7.7199,14308676139.0,11804054579.0,5953305743.0,73407000000.0,19802000000.0,,,0.708,0.0,40.0,0.0,0.0
